Batch	m_SP	4	Pr3	W1	Pr1	Pr2					
4.150581e-11	9.7456525679149e-06	0.1	4.150581e-11	1.928266e-07	0.1	4.150581e-11	3.384071e-08	0.1	4.150581e-11	2.404571e-08	0.1
8.896375e-11	9.4628584241646e-06	0.1	8.896375e-11	4.073053e-07	0.1	8.896375e-11	7.148137e-08	0.1	8.896375e-11	5.079145e-08	0.1
1.985209e-10	8.8409639371335e-06	0.1	1.985209e-10	8.789645e-07	0.1	1.985209e-10	1.54257e-07	0.1	1.985209e-10	1.096079e-07	0.1
3.957237e-10	7.82273786039e-06	0.1	3.957237e-10	1.651213e-06	0.1	3.957237e-10	2.897864e-07	0.1	3.957237e-10	2.05908e-07	0.1
6.453066e-10	6.7004336345352e-06	0.1	6.453066e-10	2.502397e-06	0.1	6.453066e-10	4.391704e-07	0.1	6.453066e-10	3.120514e-07	0.1
9.152018e-10	5.667264659402999e-06	0.1	9.152018e-10	3.285982e-06	0.1	9.152018e-10	5.766922e-07	0.1	9.152018e-10	4.097649e-07	0.1
1.229152e-09	4.6641507609264e-06	0.1	1.229152e-09	4.046774e-06	0.1	1.229152e-09	7.102161e-07	0.1	1.229152e-09	5.04636e-07	0.1
1.572472e-09	3.7692710298204e-06	0.1	1.572472e-09	4.725481e-06	0.1	1.572472e-09	8.293361e-07	0.1	1.572472e-09	5.892707e-07	0.1
1.915792e-09	3.0460856649964e-06	0.1	1.915792e-09	5.273972e-06	0.1	1.915792e-09	9.256046e-07	0.1	1.915792e-09	6.576672e-07	0.1
2.259111e-09	2.4616531983206e-06	0.1	2.259111e-09	5.717229e-06	0.1	2.259111e-09	1.003406e-06	0.1	2.259111e-09	7.129409e-07	0.1
2.616725e-09	1.9717877326302e-06	0.1	2.616725e-09	6.088767e-06	0.1	2.616725e-09	1.068621e-06	0.1	2.616725e-09	7.592709e-07	0.1
3.031511e-09	1.5243568599375e-06	0.1	3.031511e-09	6.428123e-06	0.1	3.031511e-09	1.128192e-06	0.1	3.031511e-09	8.015875e-07	0.1
3.446298e-09	1.17845585836e-06	0.1	3.446298e-09	6.690477e-06	0.1	3.446298e-09	1.17425e-06	0.1	3.446298e-09	8.343018e-07	0.1
3.861084e-09	9.110450762211901e-07	0.1	3.861084e-09	6.893302e-06	0.1	3.861084e-09	1.20986e-06	0.1	3.861084e-09	8.595928e-07	0.1
4.275871e-09	7.0431437769291e-07	0.1	4.275871e-09	7.050107e-06	0.1	4.275871e-09	1.237395e-06	0.1	4.275871e-09	8.791449e-07	0.1
4.757522e-09	5.223661270554999e-07	0.1	4.757522e-09	7.188118e-06	0.1	4.757522e-09	1.261635e-06	0.1	4.757522e-09	8.963532e-07	0.1
5.255889e-09	3.8342382217229997e-07	0.1	5.255889e-09	7.293514e-06	0.1	5.255889e-09	1.280151e-06	0.1	5.255889e-09	9.094941e-07	0.1
5.754256e-09	2.8143826641126e-07	0.1	5.754256e-09	7.370881e-06	0.1	5.754256e-09	1.293749e-06	0.1	5.754256e-09	9.191398e-07	0.1
6.252623e-09	2.0657957969838e-07	0.1	6.252623e-09	7.427675e-06	0.1	6.252623e-09	1.303736e-06	0.1	6.252623e-09	9.2622e-07	0.1
6.855514e-09	1.421102662336e-07	0.1	6.855514e-09	7.476592e-06	0.1	6.855514e-09	1.312346e-06	0.1	6.855514e-09	9.323176e-07	0.1
